Dataset,Has_Ice,T_s,T_set,a_m,H_wave_m,H_over_gT2,twoa_over_gT2,H_over_lambda,a_over_lambda,Ursell_Ur,Depth_Zone,Theory_Zone,lambda_m,k_rad_m,kH,kh,kLd,I_breakup,dI_breakup,h_over_lambda,H_over_lambda_water,ka_set,f_set_Hz,lambda_open_water_set_m,lambda_ratio_ice_over_setwater,d_lambda_ratio_ice_over_setwater
28/04/26,0,1.00000714285714,1,0.00985826944362334,0.0197165388872467,0.0305806028880359,0.00200981215345803,0.218507763515904,0.00718036136087769,1.37649830542137,Intermediate,Stokes-2nd,1.3729489294698,4.57641589742599,1.3729247692278,NaN,NaN,NaN,NaN,NaN,0.218507763515904,0.04,1,1.3729489294698,NaN,NaN
28/04/26,0,1.00000714285714,1,0.0114733014042084,0.0229466028084168,0.0305806028880359,0.00233906982704561,0.218507763515904,0.00835668476659151,1.60200327560503,Intermediate,Stokes-2nd,1.3729489294698,4.57641589742599,1.3729247692278,NaN,NaN,NaN,NaN,NaN,0.218507763515904,0.06,1,1.3729489294698,NaN,NaN
28/04/26,0,1.00000714285714,1,0.0129928062584274,0.0259856125168548,0.0305806028880359,0.00264885232393437,0.218507763515904,0.00946343012441469,1.81416991082161,Intermediate,Stokes-2nd,1.3729489294698,4.57641589742599,1.3729247692278,NaN,NaN,NaN,NaN,NaN,0.218507763515904,0.06,1,1.3729489294698,NaN,NaN
28/04/26,0,1.00000714285714,1,0.00133765565724015,0.0026753113144803,0.0305806028880359,0.000272708776366638,0.218507763515904,0.000974293820059804,0.186775250560775,Intermediate,Linear,1.3729489294698,4.57641589742599,1.3729247692278,NaN,NaN,NaN,NaN,NaN,0.218507763515904,0.02,1,1.3729489294698,NaN,NaN
28/04/26,0,1.00000714285714,1,0.00286977034491319,0.00573954068982638,0.0305806028880359,0.000585062048651014,0.218507763515904,0.00209022366623748,0.400702581656121,Intermediate,Linear,1.3729489294698,4.57641589742599,1.3729247692278,NaN,NaN,NaN,NaN,NaN,0.218507763515904,0.02,1,1.3729489294698,NaN,NaN
28/04/26,0,1.00000714285714,1,0.00447189172889514,0.00894378345779028,0.0305806028880359,0.000911687634130897,0.218507763515904,0.00325714353455381,0.624404863556822,Intermediate,Stokes-2nd,1.3729489294698,4.57641589742599,1.3729247692278,NaN,NaN,NaN,NaN,NaN,0.218507763515904,0.02,1,1.3729489294698,NaN,NaN
28/04/26,0,1.00000714285714,1,0.00529185654256481,0.0105837130851296,0.0305806028880359,0.00107885442312419,0.218507763515904,0.00385437245987613,0.738895564280317,Intermediate,Stokes-2nd,1.3729489294698,4.57641589742599,1.3729247692278,NaN,NaN,NaN,NaN,NaN,0.218507763515904,0.02,1,1.3729489294698,NaN,NaN
28/04/26,0,1.33334285714286,1.2,0.0115523226344342,0.0231046452688684,0.0172015891245202,0.00132478871594288,0.169451211837141,0.00652518356646168,2.68218477045087,Intermediate,Stokes-2nd,1.77042109494224,3.54897788166299,1.0646933644989,NaN,NaN,NaN,NaN,NaN,0.169451211837141,0.04,0.833333333333333,1.77042109494224,NaN,NaN
28/04/26,0,1.00000714285714,1,0.00611297461119011,0.0122259492223802,0.0305806028880359,0.00124625632699634,0.218507763515904,0.00445244136906884,0.853547292606194,Intermediate,Stokes-2nd,1.3729489294698,4.57641589742599,1.3729247692278,NaN,NaN,NaN,NaN,NaN,0.218507763515904,0.02,1,1.3729489294698,NaN,NaN
28/04/26,0,0.800005714285712,0.8,0.00429703667067443,0.00859407334134886,0.0477821920125564,0.00136881220855441,0.312324375650456,0.00447356431771836,0.293674366061685,Intermediate,Stokes-2nd,0.96053982138029,6.54130642720328,1.96239192816099,NaN,NaN,NaN,NaN,NaN,0.312324375650456,0.02,1.25,0.96053982138029,NaN,NaN
28/04/26,0,0.666671428571427,0.6,0.00895340477194306,0.0179068095438861,0.0688063564980812,0.00410700773739957,0.535025059937172,0.015967653082502,0.208520477664641,Deep,Stokes-2nd,0.560721398798084,11.2055386519004,3.36166159557012,NaN,NaN,NaN,NaN,NaN,0.535025059937172,0.1,1.66666666666667,0.560721398798084,NaN,NaN
28/04/26,0,1.00000714285714,1,0.00773138391474456,0.0154627678294891,0.0305806028880359,0.00157620254181168,0.218507763515904,0.00563122469364555,1.07952383712658,Intermediate,Stokes-2nd,1.3729489294698,4.57641589742599,1.3729247692278,NaN,NaN,NaN,NaN,NaN,0.218507763515904,0.04,1,1.3729489294698,NaN,NaN
28/04/26,0,1.00000714285714,1,0.00852343422207974,0.0170468684441595,0.0305806028880359,0.00173767838125144,0.218507763515904,0.00620812183113853,1.19011686890464,Intermediate,Stokes-2nd,1.3729489294698,4.57641589742599,1.3729247692278,NaN,NaN,NaN,NaN,NaN,0.218507763515904,0.04,1,1.3729489294698,NaN,NaN
28/04/26,0,1.00000714285714,1,0.00932549998675047,0.0186509999735009,0.0305806028880359,0.001901196078848,0.218507763515904,0.00679231381924144,1.30210834694442,Intermediate,Stokes-2nd,1.3729489294698,4.57641589742599,1.3729247692278,NaN,NaN,NaN,NaN,NaN,0.218507763515904,0.04,1,1.3729489294698,NaN,NaN
28/04/26,0,1.00000714285714,1,0.0108434989190043,0.0216869978380086,0.0305806028880359,0.00221067156239278,0.218507763515904,0.00789796232492916,1.51406471208825,Intermediate,Stokes-2nd,1.3729489294698,4.57641589742599,1.3729247692278,NaN,NaN,NaN,NaN,NaN,0.218507763515904,0.04,1,1.3729489294698,NaN,NaN
28/04/26,0,1.00000714285714,1,0.012279982436423,0.024559964872846,0.0305806028880359,0.00250352844240205,0.218507763515904,0.00894423832732455,1.71463917790096,Intermediate,Stokes-2nd,1.3729489294698,4.57641589742599,1.3729247692278,NaN,NaN,NaN,NaN,NaN,0.218507763515904,0.06,1,1.3729489294698,NaN,NaN
28/04/26,0,1.00000714285714,1,0.0039607975403689,0.0079215950807378,0.0305806028880359,0.000807490511346204,0.218507763515904,0.00288488337428433,0.553041396729271,Intermediate,Linear,1.3729489294698,4.57641589742599,1.3729247692278,NaN,NaN,NaN,NaN,NaN,0.218507763515904,0.02,1,1.3729489294698,NaN,NaN
28/04/26,0,1.00000714285714,1,0.0073622890933423,0.0147245781866846,0.0305806028880359,0.00150095492740279,0.218507763515904,0.00536239108047918,1.02798757114141,Intermediate,Stokes-2nd,1.3729489294698,4.57641589742599,1.3729247692278,NaN,NaN,NaN,NaN,NaN,0.218507763515904,0.04,1,1.3729489294698,NaN,NaN
28/04/26,0,1.00000714285714,1,0.0106787056642828,0.0213574113285656,0.0305806028880359,0.00217707504851768,0.218507763515904,0.00777793363982349,1.49105482813587,Intermediate,Stokes-2nd,1.3729489294698,4.57641589742599,1.3729247692278,NaN,NaN,NaN,NaN,NaN,0.218507763515904,0.04,1,1.3729489294698,NaN,NaN
28/04/26,0,1.00000714285714,1,0.0123047714411783,0.0246095428823566,0.0305806028880359,0.00250858219380479,0.218507763515904,0.00896229362728744,1.71810043682007,Intermediate,Stokes-2nd,1.3729489294698,4.57641589742599,1.3729247692278,NaN,NaN,NaN,NaN,NaN,0.218507763515904,0.06,1,1.3729489294698,NaN,NaN
28/04/26,0,1.33334285714286,1.2,0.00963948031971598,0.019278960639432,0.0172015891245202,0.00110542919889102,0.169451211837141,0.0054447387388538,2.23806658857822,Intermediate,Stokes-2nd,1.77042109494224,3.54897788166299,1.0646933644989,NaN,NaN,NaN,NaN,NaN,0.169451211837141,0.04,0.833333333333333,1.77042109494224,NaN,NaN
28/04/26,0,1.00000714285714,1,0.0139526140674445,0.027905228134889,0.0305806028880359,0.00284452900031029,0.218507763515904,0.0101625149835928,1.9481867207899,Intermediate,Stokes-2nd,1.3729489294698,4.57641589742599,1.3729247692278,NaN,NaN,NaN,NaN,NaN,0.218507763515904,0.06,1,1.3729489294698,NaN,NaN
28/04/26,0,0.800005714285712,0.8,0.00862634858021045,0.0172526971604209,0.0477821920125564,0.00274790562817906,0.312324375650456,0.00898072978152477,0.58955453371144,Intermediate,Stokes-2nd,0.96053982138029,6.54130642720328,1.96239192816099,NaN,NaN,NaN,NaN,NaN,0.312324375650456,0.06,1.25,0.96053982138029,NaN,NaN
28/04/26,0,0.666671428571427,0.6,0.0118472541208275,0.023694508241655,0.0688063564980812,0.00543444260374012,0.535025059937172,0.0211285928202888,0.27591683289364,Deep,Stokes-2nd,0.560721398798084,11.2055386519004,3.36166159557012,NaN,NaN,NaN,NaN,NaN,0.535025059937172,0.1,1.66666666666667,0.560721398798084,NaN,NaN
28/04/26,0,1.00000714285714,1,0.0169823484172582,0.0339646968345164,0.0305806028880359,0.00346220302036292,0.218507763515904,0.0123692499063431,2.37122488405425,Intermediate,Stokes-2nd,1.3729489294698,4.57641589742599,1.3729247692278,NaN,NaN,NaN,NaN,NaN,0.218507763515904,0.08,1,1.3729489294698,NaN,NaN
28/04/26,0,1.00000714285714,1,0.018462811097265,0.03692562219453,0.0305806028880359,0.00376402596241522,0.218507763515904,0.0134475585369333,2.57794010744339,Intermediate,Stokes-2nd,1.3729489294698,4.57641589742599,1.3729247692278,NaN,NaN,NaN,NaN,NaN,0.218507763515904,0.08,1,1.3729489294698,NaN,NaN
28/04/26,0,1.00000714285714,1,0.0199097931159243,0.0398195862318486,0.0305806028880359,0.00405902317907355,0.218507763515904,0.0145014812194165,2.7799804663573,Intermediate,Stokes-2nd,1.3729489294698,4.57641589742599,1.3729247692278,NaN,NaN,NaN,NaN,NaN,0.218507763515904,0.1,1,1.3729489294698,NaN,NaN
28/04/26,0,1.00000714285714,1,0.0226133915221207,0.0452267830442414,0.0305806028880359,0.00461020764059767,0.218507763515904,0.0164706720233603,3.15748066007299,Intermediate,Stokes-2nd,1.3729489294698,4.57641589742599,1.3729247692278,NaN,NaN,NaN,NaN,NaN,0.218507763515904,0.1,1,1.3729489294698,NaN,NaN
28/04/26,0,1.00000714285714,1,0.0252636139720464,0.0505272279440928,0.0305806028880359,0.00515051030930524,0.218507763515904,0.01840098595787,3.52752803321231,Intermediate,Stokes-2nd,1.3729489294698,4.57641589742599,1.3729247692278,NaN,NaN,NaN,NaN,NaN,0.218507763515904,0.1,1,1.3729489294698,NaN,NaN
28/04/26,0,1.00000714285714,1,0.00416856930235191,0.00833713860470382,0.0305806028880359,0.000849849082976537,0.218507763515904,0.00303621585105989,0.582052317958353,Intermediate,Linear,1.3729489294698,4.57641589742599,1.3729247692278,NaN,NaN,NaN,NaN,NaN,0.218507763515904,0.02,1,1.3729489294698,NaN,NaN
28/04/26,0,1.00000714285714,1,0.00745829784578842,0.0149165956915768,0.0305806028880359,0.00152052829761833,0.218507763515904,0.00543231993972903,1.04139315777134,Intermediate,Stokes-2nd,1.3729489294698,4.57641589742599,1.3729247692278,NaN,NaN,NaN,NaN,NaN,0.218507763515904,0.04,1,1.3729489294698,NaN,NaN
28/04/26,0,1.00000714285714,1,0.0106055842027343,0.0212111684054686,0.0305806028880359,0.0021621677259963,0.218507763515904,0.00772467494973023,1.48084496640638,Intermediate,Stokes-2nd,1.3729489294698,4.57641589742599,1.3729247692278,NaN,NaN,NaN,NaN,NaN,0.218507763515904,0.04,1,1.3729489294698,NaN,NaN
28/04/26,0,1.00000714285714,1,0.0121496040721798,0.0242992081443596,0.0305806028880359,0.00247694811585463,0.218507763515904,0.00884927604471908,1.69643460371371,Intermediate,Stokes-2nd,1.3729489294698,4.57641589742599,1.3729247692278,NaN,NaN,NaN,NaN,NaN,0.218507763515904,0.06,1,1.3729489294698,NaN,NaN
28/04/26,0,1.33334285714286,1.4,0.00827452821319327,0.0165490564263865,0.0172015891245202,0.000948900230150673,0.139267164781132,0.00384123361384303,2.84416320411435,Intermediate,Stokes-2nd,2.15413303251683,2.91680467841788,0.875041403525364,NaN,NaN,NaN,NaN,NaN,0.139267164781132,0.02,0.714285714285714,2.15413303251683,NaN,NaN
28/04/26,0,1.00000714285714,1,0.0137044654001974,0.0274089308003948,0.0305806028880359,0.00279393876130843,0.218507763515904,0.00998177361592739,1.91353802084194,Intermediate,Stokes-2nd,1.3729489294698,4.57641589742599,1.3729247692278,NaN,NaN,NaN,NaN,NaN,0.218507763515904,0.06,1,1.3729489294698,NaN,NaN
28/04/26,0,0.800005714285712,0.8,0.0107344082418589,0.0214688164837178,0.0477821920125564,0.00341942370502446,0.312324375650456,0.011175391173719,0.733626630880127,Intermediate,Stokes-2nd,0.96053982138029,6.54130642720328,1.96239192816099,NaN,NaN,NaN,NaN,NaN,0.312324375650456,0.08,1.25,0.96053982138029,NaN,NaN
28/04/26,0,0.666671428571427,0.6,0.00590190605578882,0.0118038121115776,0.0688063564980812,0.0027072576806186,0.535025059937172,0.0105255588041399,0.137452544728171,Deep,Stokes-2nd,0.560721398798084,11.2055386519004,3.36166159557012,NaN,NaN,NaN,NaN,NaN,0.535025059937172,0.06,1.66666666666667,0.560721398798084,NaN,NaN
28/04/26,0,1.00000714285714,1,0.0165770144706339,0.0331540289412678,0.0305806028880359,0.00337956731063787,0.218507763515904,0.0120740211924966,2.31462859260078,Intermediate,Stokes-2nd,1.3729489294698,4.57641589742599,1.3729247692278,NaN,NaN,NaN,NaN,NaN,0.218507763515904,0.08,1,1.3729489294698,NaN,NaN
28/04/26,0,1.00000714285714,1,0.0180037664717121,0.0360075329434242,0.0305806028880359,0.00367044021973575,0.218507763515904,0.0131132091553214,2.51384425849141,Intermediate,Stokes-2nd,1.3729489294698,4.57641589742599,1.3729247692278,NaN,NaN,NaN,NaN,NaN,0.218507763515904,0.08,1,1.3729489294698,NaN,NaN
28/04/26,0,1.00000714285714,1,0.0193729817597935,0.038745963519587,0.0305806028880359,0.00394958307968938,0.218507763515904,0.0141104897232229,2.70502614234834,Intermediate,Stokes-2nd,1.3729489294698,4.57641589742599,1.3729247692278,NaN,NaN,NaN,NaN,NaN,0.218507763515904,0.08,1,1.3729489294698,NaN,NaN
28/04/26,0,1.00000714285714,1,0.0219800458874783,0.0439600917749566,0.0305806028880359,0.00448108703163854,0.218507763515904,0.0160093688961661,3.06904737086165,Intermediate,Stokes-2nd,1.3729489294698,4.57641589742599,1.3729247692278,NaN,NaN,NaN,NaN,NaN,0.218507763515904,0.1,1,1.3729489294698,NaN,NaN
28/04/26,0,1.00000714285714,1,0.0245626526328345,0.049125305265669,0.0305806028880359,0.00500760484027654,0.218507763515904,0.0178904343093956,3.42965364449643,Intermediate,Stokes-2nd,1.3729489294698,4.57641589742599,1.3729247692278,NaN,NaN,NaN,NaN,NaN,0.218507763515904,0.1,1,1.3729489294698,NaN,NaN
28/04/26,0,1.00000714285714,1,0.00152063055644364,0.00304126111288728,0.0305806028880359,0.00031001199457344,0.218507763515904,0.00110756527340815,0.212323815664275,Intermediate,Linear,1.3729489294698,4.57641589742599,1.3729247692278,NaN,NaN,NaN,NaN,NaN,0.218507763515904,0.02,1,1.3729489294698,NaN,NaN
28/04/26,0,1.00000714285714,1,0.00321724443006232,0.00643448886012464,0.0305806028880359,0.000655901828729875,0.218507763515904,0.00234330961698972,0.449219970242512,Intermediate,Linear,1.3729489294698,4.57641589742599,1.3729247692278,NaN,NaN,NaN,NaN,NaN,0.218507763515904,0.02,1,1.3729489294698,NaN,NaN
28/04/26,0,1.00000714285714,1,0.00502047912946266,0.0100409582589253,0.0305806028880359,0.0010235285237718,0.218507763515904,0.00365671222119052,0.701003462486896,Intermediate,Stokes-2nd,1.3729489294698,4.57641589742599,1.3729247692278,NaN,NaN,NaN,NaN,NaN,0.218507763515904,0.02,1,1.3729489294698,NaN,NaN
28/04/26,0,1.00000714285714,1,0.00593629358519993,0.0118725871703999,0.0305806028880359,0.00121023624503863,0.218507763515904,0.00432375411625281,0.82887753344954,Intermediate,Stokes-2nd,1.3729489294698,4.57641589742599,1.3729247692278,NaN,NaN,NaN,NaN,NaN,0.218507763515904,0.02,1,1.3729489294698,NaN,NaN
28/04/26,0,1.33334285714286,1.4,0.0130456489504106,0.0260912979008212,0.0172015891245202,0.00149603928738461,0.139267164781132,0.00605610180684543,4.484117252678,Intermediate,Stokes-2nd,2.15413303251683,2.91680467841788,0.875041403525364,NaN,NaN,NaN,NaN,NaN,0.139267164781132,0.04,0.714285714285714,2.15413303251683,NaN,NaN
28/04/26,0,1.00000714285714,1,0.00685754718000002,0.01371509436,0.0305806028880359,0.00139805284731701,0.218507763515904,0.00499475765835532,0.957511064857623,Intermediate,Stokes-2nd,1.3729489294698,4.57641589742599,1.3729247692278,NaN,NaN,NaN,NaN,NaN,0.218507763515904,0.04,1,1.3729489294698,NaN,NaN
28/04/26,0,0.800005714285712,0.8,0.00372713609770078,0.00745427219540156,0.0477821920125564,0.00118727155118179,0.312324375650456,0.00388025151559558,0.254725387425215,Intermediate,Stokes-2nd,0.96053982138029,6.54130642720328,1.96239192816099,NaN,NaN,NaN,NaN,NaN,0.312324375650456,0.02,1.25,0.96053982138029,NaN,NaN
28/04/26,0,0.666671428571427,0.6,0.00832244381898044,0.0166448876379609,0.0688063564980812,0.00381758024229347,0.535025059937172,0.0148423866769125,0.193825701470472,Deep,Stokes-2nd,0.560721398798084,11.2055386519004,3.36166159557012,NaN,NaN,NaN,NaN,NaN,0.535025059937172,0.1,1.66666666666667,0.560721398798084,NaN,NaN
28/04/26,0,1.00000714285714,1,0.00877168976534294,0.0175433795306859,0.0305806028880359,0.00178829040914001,0.218507763515904,0.00638894104293475,1.22478049182218,Intermediate,Stokes-2nd,1.3729489294698,4.57641589742599,1.3729247692278,NaN,NaN,NaN,NaN,NaN,0.218507763515904,0.04,1,1.3729489294698,NaN,NaN
28/04/26,0,1.00000714285714,1,0.00979068761826535,0.0195813752365307,0.0305806028880359,0.00199603420036655,0.218507763515904,0.00713113751583337,1.36706193643039,Intermediate,Stokes-2nd,1.3729489294698,4.57641589742599,1.3729247692278,NaN,NaN,NaN,NaN,NaN,0.218507763515904,0.04,1,1.3729489294698,NaN,NaN
28/04/26,0,1.00000714285714,1,0.0108221890246025,0.021644378049205,0.0305806028880359,0.0022063270996042,0.218507763515904,0.00788244106704083,1.51108923716331,Intermediate,Stokes-2nd,1.3729489294698,4.57641589742599,1.3729247692278,NaN,NaN,NaN,NaN,NaN,0.218507763515904,0.04,1,1.3729489294698,NaN,NaN
28/04/26,0,1.00000714285714,1,0.0130586924785761,0.0261173849571522,0.0305806028880359,0.00266228459282878,0.218507763515904,0.00951141895978538,1.8233695244966,Intermediate,Stokes-2nd,1.3729489294698,4.57641589742599,1.3729247692278,NaN,NaN,NaN,NaN,NaN,0.218507763515904,0.06,1,1.3729489294698,NaN,NaN
28/04/26,0,1.00000714285714,1,0.0161204693636744,0.0322409387273488,0.0305806028880359,0.0032864911465285,0.218507763515904,0.0117414923582771,2.25088174842372,Intermediate,Stokes-2nd,1.3729489294698,4.57641589742599,1.3729247692278,NaN,NaN,NaN,NaN,NaN,0.218507763515904,0.08,1,1.3729489294698,NaN,NaN
28/04/26,0,1.00000714285714,1,0.00390317085281415,0.0078063417056283,0.0305806028880359,0.000795742119027106,0.218507763515904,0.00284291044556294,0.544995051656255,Intermediate,Linear,1.3729489294698,4.57641589742599,1.3729247692278,NaN,NaN,NaN,NaN,NaN,0.218507763515904,0.02,1,1.3729489294698,NaN,NaN
28/04/26,0,1.00000714285714,1,0.00720670264188284,0.0144134052837657,0.0305806028880359,0.00146923541082386,0.218507763515904,0.00524906825533991,1.00626322205507,Intermediate,Stokes-2nd,1.3729489294698,4.57641589742599,1.3729247692278,NaN,NaN,NaN,NaN,NaN,0.218507763515904,0.04,1,1.3729489294698,NaN,NaN
28/04/26,0,1.00000714285714,1,0.0105103981823937,0.0210207963647874,0.0305806028880359,0.00214276208673944,0.218507763515904,0.00765534533498822,1.46755425687081,Intermediate,Stokes-2nd,1.3729489294698,4.57641589742599,1.3729247692278,NaN,NaN,NaN,NaN,NaN,0.218507763515904,0.04,1,1.3729489294698,NaN,NaN
28/04/26,0,1.00000714285714,1,0.0121428529864301,0.0242857059728602,0.0305806028880359,0.00247557176737213,0.218507763515904,0.00884435882922417,1.69549195773032,Intermediate,Stokes-2nd,1.3729489294698,4.57641589742599,1.3729247692278,NaN,NaN,NaN,NaN,NaN,0.218507763515904,0.06,1,1.3729489294698,NaN,NaN
28/04/26,0,1.33334285714286,1.2,0.00206588131331885,0.0041317626266377,0.0172015891245202,0.000236909610211567,0.169451211837141,0.00116688697351194,0.47965033279338,Intermediate,Linear,1.77042109494224,3.54897788166299,1.0646933644989,NaN,NaN,NaN,NaN,NaN,0.169451211837141,0.02,0.833333333333333,1.77042109494224,NaN,NaN
28/04/26,0,1.00000714285714,1,0.0137761301148068,0.0275522602296136,0.0305806028880359,0.00280854909583213,0.218507763515904,0.0100339712709684,1.92354447874842,Intermediate,Stokes-2nd,1.3729489294698,4.57641589742599,1.3729247692278,NaN,NaN,NaN,NaN,NaN,0.218507763515904,0.06,1,1.3729489294698,NaN,NaN
28/04/26,0,0.800005714285712,0.8,0.0073857829264019,0.0147715658528038,0.0477821920125564,0.00235272598634931,0.312324375650456,0.00768920013726091,0.504769981039018,Intermediate,Stokes-2nd,0.96053982138029,6.54130642720328,1.96239192816099,NaN,NaN,NaN,NaN,NaN,0.312324375650456,0.04,1.25,0.96053982138029,NaN,NaN
28/04/26,0,0.666671428571427,0.6,0.010884127689902,0.021768255379804,0.0688063564980812,0.00499264780001356,0.535025059937172,0.0194109368988455,0.253486082967382,Deep,Stokes-2nd,0.560721398798084,11.2055386519004,3.36166159557012,NaN,NaN,NaN,NaN,NaN,0.535025059937172,0.1,1.66666666666667,0.560721398798084,NaN,NaN
28/04/26,0,1.00000714285714,1,0.0168326853036388,0.0336653706072776,0.0305806028880359,0.00343169109873237,0.218507763515904,0.0122602413988838,2.35032760350625,Intermediate,Stokes-2nd,1.3729489294698,4.57641589742599,1.3729247692278,NaN,NaN,NaN,NaN,NaN,0.218507763515904,0.08,1,1.3729489294698,NaN,NaN
28/04/26,0,1.00000714285714,1,0.0183218088762631,0.0366436177525262,0.0305806028880359,0.00373527974290329,0.218507763515904,0.0133448582703936,2.55825213691472,Intermediate,Stokes-2nd,1.3729489294698,4.57641589742599,1.3729247692278,NaN,NaN,NaN,NaN,NaN,0.218507763515904,0.08,1,1.3729489294698,NaN,NaN
28/04/26,0,1.00000714285714,1,0.0197807410861834,0.0395614821723668,0.0305806028880359,0.00403271325325087,0.218507763515904,0.0144074849847636,2.76196108666136,Intermediate,Stokes-2nd,1.3729489294698,4.57641589742599,1.3729247692278,NaN,NaN,NaN,NaN,NaN,0.218507763515904,0.1,1,1.3729489294698,NaN,NaN
28/04/26,0,1.00000714285714,1,0.0225552261881915,0.045110452376383,0.0305806028880359,0.00459834943407275,0.218507763515904,0.0164283067665902,3.14935910445457,Intermediate,Stokes-2nd,1.3729489294698,4.57641589742599,1.3729247692278,NaN,NaN,NaN,NaN,NaN,0.218507763515904,0.1,1,1.3729489294698,NaN,NaN
28/04/26,0,1.00000714285714,1,0.0253233756766568,0.0506467513533136,0.0305806028880359,0.00516269396901593,0.218507763515904,0.018444513945931,3.53587248814892,Intermediate,Stokes-2nd,1.3729489294698,4.57641589742599,1.3729247692278,NaN,NaN,NaN,NaN,NaN,0.218507763515904,0.1,1,1.3729489294698,NaN,NaN
28/04/26,0,1.00000714285714,1,0.00148231299699813,0.00296462599399626,0.0305806028880359,0.000302200167446494,0.218507763515904,0.00107965632601539,0.20697358092518,Intermediate,Linear,1.3729489294698,4.57641589742599,1.3729247692278,NaN,NaN,NaN,NaN,NaN,0.218507763515904,0.02,1,1.3729489294698,NaN,NaN
28/04/26,0,1.00000714285714,1,0.00308526479154713,0.00617052958309426,0.0305806028880359,0.000628995049298277,0.218507763515904,0.00224718103151775,0.430791812054586,Intermediate,Linear,1.3729489294698,4.57641589742599,1.3729247692278,NaN,NaN,NaN,NaN,NaN,0.218507763515904,0.02,1,1.3729489294698,NaN,NaN
