t_s,eta_m
40.2568833333333,-0.0188043505579184
40.2735666666667,-0.0198649705305258
40.29025,-0.0192020830476461
40.3069333333333,-0.0181414630750388
40.3236166666667,-0.0170808431024314
40.3403,-0.0157550681366721
40.3569833333333,-0.0141641381777611
40.3736666666667,-0.0124406307222741
40.39035,-0.0104519682736352
40.4070333333333,-0.00806557333526857
40.4237166666667,-0.00488371341744641
40.4404,-0.00329278345853533
40.4570833333333,-0.000508656030440936
40.4737666666667,0.00293835888053308
40.49045,0.00558990881205154
40.5071333333333,0.00810888124699409
40.5238166666667,0.0107604311785126
40.5405,0.013411981110031
40.5571833333333,0.0155332210552458
40.5738666666667,0.0164612635312773
40.59055,0.0175218835038847
40.6072333333333,0.0191128134627957
40.6239166666667,0.0205711659251309
40.6406,0.0216317858977383
40.6572833333333,0.0224272508771938
40.6739666666667,0.0229575608634975
40.69065,0.0232227158566494
40.7073333333333,0.0232227158566494
40.7240166666667,0.0233552933532253
40.7407,0.0232227158566494
40.7573833333333,0.0232227158566494
40.7740666666667,0.0226924058703457
40.79075,0.0212340534080105
40.8074333333333,0.0193779684559476
40.8241166666667,0.016858996021005
40.8408,0.0154006435586699
40.8574833333333,0.0126165161305755
40.8741666666667,0.00969981120590517
40.89085,0.0053247538188997
40.9075333333333,0.00280578138395715
40.9242166666667,2.1653955862758e-05
40.9409,-0.00249731847907979
40.9575833333333,-0.00461855842429456
40.9742666666667,-0.00713753085923711
40.99095,-0.00925877080445189
41.0076333333333,-0.0109822782599389
41.0243166666667,-0.0128383632120018
41.041,-0.014296715674337
41.0576833333333,-0.0156224906400962
41.0743666666667,-0.0168156881092795
41.09105,-0.017743730585311
41.1077333333333,-0.0186717730613425
41.1244166666667,-0.019467238040798
41.1411,-0.0199975480271017
41.1577833333333,-0.0205278580134054
41.1744666666667,-0.0207930130065572
41.19115,-0.0210581679997091
41.2078333333333,-0.0210581679997091
41.2245166666667,-0.0210581679997091
41.2412,-0.0207930130065572
41.2578833333333,-0.0188043505579184
41.2745666666667,-0.0197323930339498
41.29125,-0.0190695055510702
41.3079333333333,-0.0181414630750388
41.3246166666667,-0.0168156881092795
41.3413,-0.0156224906400962
41.3579833333333,-0.0140315606811851
41.3746666666667,-0.0121754757291222
41.39135,-0.0103193907770593
41.4080333333333,-0.00793299583869265
41.4247166666667,-0.00567917839690195
41.4414,-0.00196700849277609
41.4580833333333,0.000684541438742375
41.4747666666667,0.003070936377109
41.49145,0.00598764130177932
41.5081333333333,0.00850661373672186
41.5248166666667,0.0108930086750885
41.5415,0.013411981110031
41.5581833333333,0.0155332210552458
41.5748666666667,0.0164612635312773
41.59155,0.0175218835038847
41.6082333333333,0.0191128134627957
41.6249166666667,0.0207037434217068
41.6416,0.0216317858977383
41.6582833333333,0.0224272508771938
41.6749666666667,0.0230901383600734
41.69165,0.0232227158566494
41.7083333333333,0.0233552933532253
41.7250166666667,0.0233552933532253
41.7417,0.0232227158566494
41.7583833333333,0.0232227158566494
41.7750666666667,0.0225598283737698
41.79175,0.0212340534080105
41.8084333333333,0.0193779684559476
41.8251166666667,0.016991573517581
41.8418,0.0150029110689421
41.8584833333333,0.0124839386339996
41.8751666666667,0.0100975436956329
41.89185,0.00797630375041817
41.9085333333333,0.0053247538188997
41.9252166666667,-0.000110923540713166
41.9419,-0.00249731847907979
41.9585833333333,-0.00475113592087049
41.9752666666667,-0.00700495336266119
41.99195,-0.00912619330787596
42.0086333333333,-0.0109822782599389
42.0253166666667,-0.01257320821885
42.042,-0.014296715674337
42.0586833333333,-0.0154899131435203
42.0753666666667,-0.0166831106127036
42.09205,-0.017743730585311
42.1087333333333,-0.0185391955647665
42.1254166666667,-0.0193346605442221
42.1421,-0.0199975480271017
42.1587833333333,-0.0205278580134054
42.1754666666667,-0.0207930130065572
42.19215,-0.0210581679997091
42.2088333333333,-0.0210581679997091
42.2255166666667,-0.0210581679997091
42.2422,-0.0207930130065572
42.2588833333333,-0.0203952805168295
42.2755666666667,-0.0198649705305258
42.29225,-0.0190695055510702
42.3089333333333,-0.0181414630750388
42.3256166666667,-0.0152247581503684
42.3423,-0.0156224906400962
42.3589833333333,-0.0140315606811851
42.3756666666667,-0.0119103207359704
42.39235,-0.0101868132804834
42.4090333333333,-0.00780041834211673
42.4257166666667,-0.00528144590717418
42.4424,-0.00183443099620017
42.4590833333333,-0.000376078533865012
42.4757666666667,0.00333609137026085
42.49245,0.00612021879835524
42.5091333333333,0.00877176872987371
42.5258166666667,0.0110255861716644
42.5425,0.0136771361031829
42.5591833333333,0.0157983760483977
42.5758666666667,0.0165938410278532
42.59255,0.0176544610004606
42.6092333333333,0.0192453909593717
42.6259166666667,0.0208363209182827
42.6426,0.0217643633943142
42.6592833333333,0.0225598283737698
42.6759666666667,0.0230901383600734
42.69265,0.0233552933532253
42.7093333333333,0.0233552933532253
42.7260166666667,0.0233552933532253
42.7427,0.0232227158566494
42.7593833333333,0.0232227158566494
